station_abbr;reference_timestamp;tre200h0;tre200hn;tre200hx;tre005h0;tre005hn;ure200h0;pva200h0;tde200h0;prestah0;pp0qffh0;pp0qnhh0;ppz700h0;ppz850h0;fkl010h1;dkl010h0;fkl010h0;fu3010h0;fu3010h1;fkl010h3;fu3010h3;wcc006h0;fve010h0;rre150h0;htoauths;gre000h0;oli000h0;olo000h0;osr000h0;ods000h0;sre000h0;erefaoh0
PUY;06.01.2025 18:00;8.8;8.7;9.1;;;94.3;10.7;8;949.6;1003.1;1002.8;;;8.1;252;2.5;9;29.2;7.6;27.4;;;2;;1;;;;0;0;-0.001
PUY;06.01.2025 19:00;8.1;7.5;8.6;;;96.7;10.5;7.7;950.6;1004.4;1003.9;;;9.7;282;3.5;12.6;34.9;8.8;31.7;;;4;;1;;;;1;0;-0.001
PUY;06.01.2025 20:00;7.2;7.1;7.3;;;92.5;9.4;6;951.5;1005.5;1004.8;;;8;245;2.2;7.9;28.8;7.8;28.1;;;2.8;;1;;;;0;0;0
PUY;06.01.2025 21:00;6.8;6.5;7.1;;;90.9;9;5.5;952.6;1006.8;1006;;;9.8;222;2.7;9.7;35.3;9.1;32.8;;;2.4;;1;;;;0;0;0.002
PUY;06.01.2025 22:00;6.4;6.3;6.5;;;89.6;8.6;4.8;953.3;1007.6;1006.7;;;4;240;1.1;4;14.4;3.8;13.7;;;1.5;;1;;;;0;0;-0.002
PUY;06.01.2025 23:00;6.4;6.1;6.5;;;91.5;8.8;5.1;954.3;1008.6;1007.7;;;3.2;214;0.7;2.5;11.5;3;10.8;;;0.2;;0;;;;0;0;-0.005
PUY;07.01.2025 00:00;6.1;5.9;6.3;;;89.3;8.4;4.5;954.7;1009.1;1008.2;;;3.1;14;0.8;2.9;11.2;2.8;10.1;;;0;;1;;;;0;0;-0.004
PUY;07.01.2025 01:00;6;5.7;6.2;;;94;8.8;5.1;955.1;1009.5;1008.6;;;4;317;1.7;6.1;14.4;3.8;13.7;;;0;;1;;;;0;0;-0.002
PUY;07.01.2025 02:00;5.9;5.9;6;;;91.5;8.5;4.7;955.5;1009.9;1009;;;4.7;313;1.8;6.5;16.9;4.4;15.8;;;0;;1;;;;0;0;-0.001
PUY;07.01.2025 03:00;6;5.9;6.2;;;89.9;8.4;4.5;955.3;1009.7;1008.8;;;3.7;312;1.6;5.8;13.3;3.6;13;;;0;;1;;;;0;0;-0.001
PUY;07.01.2025 04:00;5.5;5.2;5.9;;;91.5;8.3;4.2;955.3;1009.8;1008.8;;;3.6;298;1.8;6.5;13;3.5;12.6;;;0;;1;;;;1;0;-0.001
PUY;07.01.2025 05:00;5.4;5.1;6;;;87.6;7.9;3.5;955.4;1009.9;1008.9;;;4.9;280;1.4;5;17.6;4.7;16.9;;;0;;1;;;;0;0;0
PUY;07.01.2025 06:00;6.2;6.2;6.2;;;70.8;6.7;1.3;955.5;1009.9;1009;;;5.8;239;1.9;6.8;20.9;5.7;20.5;;;0;;1;;;;0;0;0.01
PUY;07.01.2025 07:00;6.3;5.7;6.5;;;72.2;6.9;1.7;955.8;1010.2;1009.3;;;6.8;235;1.6;5.8;24.5;6;21.6;;;0;;1;;;;0;0;0.007
PUY;07.01.2025 08:00;5.3;5;5.6;;;84.9;7.5;3;956;1010.7;1009.5;;;6;295;2.3;8.3;21.6;5.4;19.4;;;0;;8;;;;6;1;0.017
PUY;07.01.2025 09:00;5.5;5.1;6.1;;;87.5;7.9;3.6;956.2;1010.8;1009.7;;;9.2;285;2.9;10.4;33.1;8.5;30.6;;;0;;86;;;;54;17;0.036
PUY;07.01.2025 10:00;6.8;6.5;7;;;81;8;3.8;956.8;1011.1;1010.3;;;11.7;271;5;18;42.1;10.9;39.2;;;0;;230;;;;120;39;0.09
PUY;07.01.2025 11:00;7;6.7;7.5;;;75.5;7.6;3;957;1011.3;1010.6;;;10.5;265;5.2;18.7;37.8;10;36;;;0;;175;;;;111;15;0.095
PUY;07.01.2025 12:00;7.7;7.3;8;;;68.7;7.2;2.3;957;1011.2;1010.6;;;11.3;263;4.5;16.2;40.7;10.7;38.5;;;0;;190;;;;161;4;0.112
PUY;07.01.2025 13:00;8.2;7.6;8.8;;;64.1;6.9;1.8;956.9;1011;1010.5;;;14.6;253;4.7;16.9;52.6;11.9;42.8;;;0;;242;;;;142;23;0.133
PUY;07.01.2025 14:00;8.4;7.7;8.7;;;62.9;6.9;1.7;957.2;1011.2;1010.8;;;14.2;248;4.4;15.8;51.1;12.6;45.4;;;0.1;;234;;;;121;34;0.125
PUY;07.01.2025 15:00;7.9;7.1;8.8;;;58.5;6.2;0.2;957.5;1011.7;1011.1;;;11;265;3.6;13;39.6;10.5;37.8;;;0;;73;;;;68;0;0.08
PUY;07.01.2025 16:00;7.6;7.2;7.9;;;64.7;6.7;1.3;957.3;1011.6;1010.9;;;7.2;272;2.7;9.7;25.9;6.8;24.5;;;0;;64;;;;53;1;0.018
PUY;07.01.2025 17:00;7.5;7.1;7.8;;;66.2;6.9;1.6;957;1011.3;1010.6;;;6.1;283;1.9;6.8;22;5.7;20.5;;;0;;2;;;;1;0;0.013
PUY;07.01.2025 18:00;7.4;7.1;7.7;;;64.3;6.6;1.1;956.8;1011;1010.4;;;4.9;281;2.2;7.9;17.6;4.5;16.2;;;0;;1;;;;1;0;0.016
PUY;07.01.2025 19:00;7;6.8;7.1;;;66.1;6.6;1.1;957;1011.4;1010.6;;;4.3;300;1.5;5.4;15.5;4.1;14.8;;;0;;1;;;;0;0;0.01
PUY;07.01.2025 20:00;6.9;6.8;7.1;;;68.2;6.8;1.5;956.9;1011.2;1010.5;;;5;295;2;7.2;18;4.9;17.6;;;0;;1;;;;0;0;0.012
PUY;07.01.2025 21:00;7.3;7.2;7.3;;;62.5;6.4;0.6;956.8;1011.1;1010.4;;;7;286;2.8;10.1;25.2;6.1;22;;;0;;1;;;;0;0;0.021
PUY;07.01.2025 22:00;7.3;7.2;7.4;;;63.8;6.5;0.9;956.5;1010.8;1010;;;7.9;273;3.9;14;28.4;7.2;25.9;;;0;;1;;;;0;0;0.025
PUY;07.01.2025 23:00;7.3;7.2;7.4;;;64.8;6.6;1.1;956.1;1010.3;1009.6;;;8.7;276;4.1;14.8;31.3;8.1;29.2;;;0;;1;;;;0;0;0.025
PUY;08.01.2025 00:00;7.5;7.4;7.6;;;65.3;6.8;1.4;955.8;1010;1009.3;;;9.6;274;4.4;15.8;34.6;9;32.4;;;0;;1;;;;0;0;0.026
PUY;08.01.2025 01:00;7.6;7.5;7.7;;;67.5;7.1;2;955.4;1009.5;1008.9;;;12.5;269;6.2;22.3;45;11.7;42.1;;;0;;1;;;;0;0;0.029
PUY;08.01.2025 02:00;6.9;6.8;7.2;;;78.2;7.8;3.4;955.2;1009.5;1008.7;;;10.6;275;4.6;16.6;38.2;9.8;35.3;;;0.2;;1;;;;1;0;0.015
PUY;08.01.2025 03:00;6.8;6.7;6.8;;;84.4;8.3;4.3;955.1;1009.4;1008.6;;;10.5;274;4.7;16.9;37.8;10.2;36.7;;;0;;1;;;;0;0;0.01
PUY;08.01.2025 04:00;6.7;6.5;6.8;;;92.8;9.1;5.6;955.3;1009.6;1008.8;;;9.5;275;3.7;13.3;34.2;8.8;31.7;;;0.5;;1;;;;1;0;0.002
PUY;08.01.2025 05:00;6.8;6.6;6.9;;;98.7;9.8;6.6;955.3;1009.6;1008.8;;;8.4;272;3.9;14;30.2;8.1;29.2;;;0.7;;1;;;;0;0;-0.003
PUY;08.01.2025 06:00;6.5;6.2;6.8;;;99.2;9.6;6.4;955.6;1010;1009.1;;;6.8;279;2;7.2;24.5;6.2;22.3;;;1.7;;1;;;;0;0;-0.004
PUY;08.01.2025 07:00;7;6.9;7.1;;;99.2;9.9;6.9;956.1;1010.4;1009.6;;;7.6;283;2.4;8.6;27.4;7.1;25.6;;;1.3;;1;;;;0;0;-0.004
PUY;08.01.2025 08:00;7.1;7;7.1;;;99.2;10;7;956.5;1010.8;1010;;;3.2;270;0.9;3.2;11.5;3;10.8;;;2;;2;;;;2;0;0.013
PUY;08.01.2025 09:00;6.6;6.4;6.8;;;99.3;9.7;6.5;957;1011.4;1010.6;;;3.3;135;0.7;2.5;11.9;3.1;11.2;;;0.9;;19;;;;19;0;0.019
PUY;08.01.2025 10:00;6.9;6.6;7.5;;;94.7;9.4;6.2;957.1;1011.4;1010.7;;;4.1;82;1.1;4;14.8;4;14.4;;;0;;47;;;;46;0;0.031
PUY;08.01.2025 11:00;8.4;8;8.7;;;92.7;10.2;7.2;957;1011.1;1010.6;;;3.5;321;1.1;4;12.6;3.4;12.2;;;0.6;;36;;;;36;0;0.032
PUY;08.01.2025 12:00;8.7;8.6;8.8;;;93.8;10.6;7.8;956.6;1010.6;1010.2;;;4.2;307;1.7;6.1;15.1;4;14.4;;;0.8;;57;;;;56;0;0.039
PUY;08.01.2025 13:00;8.9;8.9;9.1;;;91.9;10.5;7.7;955.9;1009.8;1009.4;;;4.9;298;1.9;6.8;17.6;4.7;16.9;;;0;;104;;;;102;0;0.056
PUY;08.01.2025 14:00;9.6;9.2;9.8;;;87.3;10.4;7.6;955.5;1009.3;1009;;;6.2;304;2.3;8.3;22.3;5.8;20.9;;;0;;107;;;;96;2;0.059
PUY;08.01.2025 15:00;10;9.8;10.1;;;83.4;10.2;7.3;955.1;1008.7;1008.6;;;2.9;336;1.2;4.3;10.4;2.8;10.1;;;0;;49;;;;48;0;0.036
PUY;08.01.2025 16:00;9.8;9.4;10.4;;;83.8;10.2;7.2;954.3;1007.9;1007.7;;;3.5;5;1.4;5;12.6;3.3;11.9;;;0;;22;;;;21;0;0.016
PUY;08.01.2025 17:00;9.9;9.6;10.3;;;80.1;9.7;6.6;953.7;1007.3;1007.1;;;3.3;360;1.8;6.5;11.9;3.2;11.5;;;0;;1;;;;1;0;0.006
PUY;08.01.2025 18:00;9.9;9.5;10.3;;;79.7;9.7;6.5;952.7;1006.2;1006.1;;;3.9;354;2;7.2;14;3.8;13.7;;;0;;1;;;;0;0;0.007
PUY;08.01.2025 19:00;9.9;8.5;10.6;;;77.8;9.5;6.1;952.2;1005.7;1005.6;;;3.5;336;1.2;4.3;12.6;3.1;11.2;;;0;;1;;;;1;0;0.003
PUY;08.01.2025 20:00;8.7;8.5;8.9;;;85.4;9.6;6.4;951.9;1005.6;1005.2;;;3;352;0.9;3.2;10.8;2.9;10.4;;;0;;1;;;;1;0;-0.002
PUY;08.01.2025 21:00;9.7;9;10.1;;;79.9;9.6;6.4;952.6;1006.1;1006;;;5.3;294;2;7.2;19.1;5.2;18.7;;;0.3;;1;;;;0;0;0.007
PUY;08.01.2025 22:00;9.7;9.3;10;;;86.7;10.4;7.5;953.4;1007;1006.8;;;9.2;273;2.4;8.6;33.1;8.1;29.2;;;0.4;;1;;;;0;0;0.004
PUY;08.01.2025 23:00;10.5;10.2;10.6;;;82;10.4;7.5;954.2;1007.7;1007.7;;;11.3;253;3.9;14;40.7;10.7;38.5;;;0.3;;1;;;;0;0;0.013
PUY;09.01.2025 00:00;10.9;10.7;11.1;;;74.4;9.7;6.5;954.7;1008.2;1008.2;;;9.7;254;2.7;9.7;34.9;9.1;32.8;;;0;;1;;;;0;0;0.015
PUY;09.01.2025 01:00;10.2;9.9;10.5;;;79.3;9.9;6.8;954.7;1008.2;1008.2;;;5.4;277;1.7;6.1;19.4;4.9;17.6;;;0;;1;;;;0;0;0.006
PUY;09.01.2025 02:00;9.5;8.9;10;;;82.9;9.8;6.7;954;1007.6;1007.4;;;2.1;27;0.7;2.5;7.6;1.8;6.5;;;0;;1;;;;0;0;-0.003
PUY;09.01.2025 03:00;8.9;8.4;9.5;;;85.7;9.8;6.6;953.4;1007.1;1006.8;;;3.5;301;1;3.6;12.6;3.3;11.9;;;0;;1;;;;1;0;-0.001
PUY;09.01.2025 04:00;8.8;8.6;8.9;;;87.2;9.8;6.7;953.1;1006.8;1006.5;;;3.5;328;1;3.6;12.6;3.2;11.5;;;0.4;;1;;;;0;0;-0.002
PUY;09.01.2025 05:00;8.6;8.4;8.7;;;94.9;10.6;7.8;952.9;1006.7;1006.3;;;3.1;352;1;3.6;11.2;3;10.8;;;0.3;;1;;;;0;0;-0.005
PUY;09.01.2025 06:00;8.3;8;8.7;;;92.5;10.1;7.1;952.5;1006.3;1005.9;;;4.2;309;1.2;4.3;15.1;4.1;14.8;;;1.1;;1;;;;0;0;-0.003
PUY;09.01.2025 07:00;8.6;8.3;8.7;;;95.6;10.7;7.9;952.9;1006.7;1006.3;;;6.8;280;2.6;9.4;24.5;6.6;23.8;;;1.4;;1;;;;0;0;-0.002
PUY;09.01.2025 08:00;8.7;8.5;8.8;;;94.7;10.6;7.8;952.8;1006.5;1006.2;;;6.5;286;2.7;9.7;23.4;6;21.6;;;0.2;;4;;;;4;0;0.016
PUY;09.01.2025 09:00;9.2;8.9;9.5;;;87.7;10.2;7.2;952.4;1006;1005.7;;;6.1;281;2;7.2;22;5.8;20.9;;;0;;23;;;;22;0;0.03
PUY;09.01.2025 10:00;9;8.9;9.1;;;91.7;10.5;7.7;952.6;1006.3;1006;;;8.3;282;3.4;12.2;29.9;8;28.8;;;1.3;;23;;;;23;0;0.031
PUY;09.01.2025 11:00;8.9;8.7;9.2;;;94.6;10.8;8.1;953.4;1007.2;1006.8;;;11.4;271;4.8;17.3;41;10.9;39.2;;;0.9;;45;;;;44;0;0.034
PUY;09.01.2025 12:00;9.2;8.9;9.6;;;85.6;9.9;6.9;953.4;1007.1;1006.8;;;11.6;265;4.6;16.6;41.8;10.7;38.5;;;0.4;;49;;;;49;0;0.052
PUY;09.01.2025 13:00;9.7;9.5;10.1;;;78.9;9.5;6.2;953.2;1006.8;1006.6;;;9.5;258;4.2;15.1;34.2;9;32.4;;;0.2;;49;;;;49;0;0.063
PUY;09.01.2025 14:00;10;9.5;10.6;;;78.6;9.6;6.4;953.1;1006.7;1006.5;;;11.5;243;2.7;9.7;41.4;10.1;36.4;;;0;;45;;;;44;0;0.053
PUY;09.01.2025 15:00;11;10.4;11.3;;;71.8;9.4;6.1;953.5;1006.9;1006.9;;;11;255;4.5;16.2;39.6;9.9;35.6;;;0.3;;50;;;;47;1;0.074
PUY;09.01.2025 16:00;9.8;9.7;9.9;;;85.8;10.4;7.5;954;1007.6;1007.4;;;9.7;292;4;14.4;34.9;9.4;33.8;;;0.4;;7;;;;7;0;0.034
PUY;09.01.2025 17:00;9.9;9.4;10.4;;;85.8;10.5;7.7;955;1008.7;1008.5;;;11.5;290;4.9;17.6;41.4;11;39.6;;;1.5;;1;;;;1;0;0.011
PUY;09.01.2025 18:00;9.1;8.7;9.3;;;72.3;8.3;4.3;956.8;1010.7;1010.3;;;11.6;283;4.7;16.9;41.8;11.1;40;;;0.7;;1;;;;0;0;0.022
PUY;09.01.2025 19:00;8.2;7.1;8.8;;;59.2;6.4;0.7;958.5;1012.6;1012.1;;;12.9;309;3.4;12.2;46.4;11.7;42.1;;;0;;1;;;;1;0;0.027
PUY;09.01.2025 20:00;6.2;5.5;6.8;;;59.1;5.6;-1.2;961;1015.7;1014.7;;;9.8;352;2.9;10.4;35.3;8.9;32;;;0;;1;;;;1;0;0.023
PUY;09.01.2025 21:00;4.1;3.4;5.1;;;64.9;5.3;-1.9;962.7;1017.9;1016.5;;;11.3;350;4.7;16.9;40.7;10.4;37.4;;;0;;2;;;;1;0;0.023
PUY;09.01.2025 22:00;3.1;2.8;3.3;;;67.1;5.1;-2.5;964.5;1020.1;1018.4;;;10.7;348;4.2;15.1;38.5;10.2;36.7;;;0;;1;;;;1;0;0.019
PUY;09.01.2025 23:00;2.8;2.7;2.8;;;67.2;5;-2.7;965.4;1021.1;1019.4;;;7.9;2;3.4;12.2;28.4;7.7;27.7;;;0;;1;;;;0;0;0.016
PUY;10.01.2025 00:00;2.6;2.6;2.7;;;67.1;5;-2.9;966;1021.8;1020;;;6;18;2.3;8.3;21.6;5.6;20.2;;;0;;1;;;;0;0;0.012
PUY;10.01.2025 01:00;2.6;2.5;2.6;;;69.2;5.1;-2.5;966.3;1022.1;1020.3;;;3.8;22;1.7;6.1;13.7;3.6;13;;;0;;1;;;;0;0;0.008
PUY;10.01.2025 02:00;2.7;2.7;2.7;;;66.4;4.9;-3;966.3;1022.1;1020.3;;;4.8;10;2.4;8.6;17.3;4.8;17.3;;;0;;1;;;;0;0;0.013
PUY;10.01.2025 03:00;2.5;2.3;2.6;;;67;4.9;-3.1;966.1;1021.9;1020.1;;;3.9;18;1.6;5.8;14;3.7;13.3;;;0;;1;;;;0;0;0.008
PUY;10.01.2025 04:00;2.2;2.1;2.3;;;70.2;5;-2.7;965.9;1021.7;1019.9;;;3.7;13;2.2;7.9;13.3;3.5;12.6;;;0;;1;;;;0;0;0.01
PUY;10.01.2025 05:00;2.1;2;2.2;;;71.9;5.1;-2.4;965.9;1021.8;1019.9;;;3.4;21;1.8;6.5;12.2;3.1;11.2;;;0;;1;;;;0;0;0.007
PUY;10.01.2025 06:00;2.1;2.1;2.2;;;74.2;5.3;-2;965.8;1021.6;1019.8;;;3.1;21;1.4;5;11.2;2.8;10.1;;;0;;1;;;;0;0;0.004
PUY;10.01.2025 07:00;2.2;2.1;2.3;;;74.8;5.4;-1.8;966;1021.9;1020;;;3.7;21;1.7;6.1;13.3;3.5;12.6;;;0;;1;;;;0;0;0.006
PUY;10.01.2025 08:00;2.3;2.1;2.4;;;74.2;5.3;-1.9;966;1021.9;1020;;;2.8;23;1.3;4.7;10.1;2.5;9;;;0;;12;;;;11;0;0.013
PUY;10.01.2025 09:00;3;2.7;3.2;;;72.2;5.5;-1.6;965.9;1021.6;1019.9;;;2.8;17;1;3.6;10.1;2.6;9.4;;;0;;36;;;;36;0;0.029
PUY;10.01.2025 10:00;3.5;3.3;3.7;;;71.2;5.6;-1.2;965.9;1021.5;1019.9;;;1.7;14;0.8;2.9;6.1;1.6;5.8;;;0;;47;;;;46;0;0.036
PUY;10.01.2025 11:00;3.3;2.8;3.8;;;77.1;5.9;-0.4;965.7;1021.4;1019.7;;;3.5;293;1.1;4;12.6;3.3;11.9;;;0;;64;;;;64;0;0.041
PUY;10.01.2025 12:00;2.4;2.3;2.5;;;85.5;6.2;0.3;965.1;1020.9;1019;;;2;0;0.4;1.4;7.2;1.8;6.5;;;0.3;;70;;;;69;0;0.038
PUY;10.01.2025 13:00;2.4;2.3;2.5;;;89.8;6.5;0.9;964.3;1020;1018.2;;;1.9;270;0.6;2.2;6.8;1.7;6.1;;;0.1;;67;;;;67;0;0.036
PUY;10.01.2025 14:00;2.1;1.9;2.2;;;93.5;6.6;1.1;963.8;1019.6;1017.7;;;2;281;0.6;2.2;7.2;1.9;6.8;;;0.6;;38;;;;37;0;0.025
PUY;10.01.2025 15:00;1.4;1.2;1.6;;;98.7;6.7;1.3;963.8;1019.7;1017.7;;;1.5;270;0.3;1.1;5.4;1.4;5;;;0.8;;26;;;;25;0;0.018
PUY;10.01.2025 16:00;1.7;1.5;1.8;;;97.2;6.7;1.3;963.8;1019.6;1017.7;;;1;0;0;0;3.6;0.9;3.2;;;0.1;;20;;;;19;0;0.007
PUY;10.01.2025 17:00;1.8;1.8;1.8;;;98.5;6.8;1.6;963.8;1019.6;1017.7;;;1;135;0.4;1.4;3.6;0.9;3.2;;;0;;2;;;;1;0;-0.006
PUY;10.01.2025 18:00;1.8;1.7;1.8;;;98.9;6.9;1.7;963.8;1019.6;1017.7;;;1.6;243;0.2;0.7;5.8;1.4;5;;;0.3;;1;;;;1;0;-0.007
PUY;10.01.2025 19:00;1.8;1.7;1.8;;;99.2;6.9;1.7;964.2;1020;1018.1;;;1.3;270;0.3;1.1;4.7;1.2;4.3;;;0.3;;1;;;;0;0;-0.006
PUY;10.01.2025 20:00;1.7;1.6;1.9;;;99.2;6.8;1.6;964.4;1020.3;1018.3;;;1.2;207;0.3;1.1;4.3;1.1;4;;;0.6;;1;;;;0;0;-0.006
PUY;10.01.2025 21:00;1.6;1.6;1.7;;;99.2;6.8;1.5;964.3;1020.2;1018.2;;;2.1;284;0.8;2.9;7.6;2.1;7.6;;;0.4;;1;;;;0;0;-0.005
PUY;10.01.2025 22:00;1.5;1.5;1.6;;;99.2;6.8;1.4;965.1;1021.1;1019;;;1.3;180;0.3;1.1;4.7;1.2;4.3;;;0.4;;1;;;;0;0;-0.006
PUY;10.01.2025 23:00;1.6;1.5;1.6;;;99.2;6.8;1.5;965;1021;1018.9;;;2.2;263;0.9;3.2;7.9;2.1;7.6;;;0.1;;1;;;;0;0;-0.005
PUY;11.01.2025 00:00;1.8;1.6;1.9;;;95.4;6.6;1.1;965;1020.9;1018.9;;;2.3;326;0.5;1.8;8.3;2.1;7.6;;;0;;1;;;;0;0;-0.005
PUY;11.01.2025 01:00;1.8;1.7;1.8;;;94.7;6.6;1;964.9;1020.8;1018.8;;;0.8;63;0.2;0.7;2.9;0.8;2.9;;;0;;1;;;;0;0;-0.006
PUY;11.01.2025 02:00;1.8;1.7;1.8;;;90.6;6.3;0.4;965;1020.9;1018.9;;;2.7;34;0.8;2.9;9.7;2.5;9;;;0;;1;;;;0;0;-0.003
PUY;11.01.2025 03:00;1.7;1.6;1.7;;;91.7;6.3;0.5;965;1020.9;1018.9;;;2.3;22;0.6;2.2;8.3;2.3;8.3;;;0;;1;;;;0;0;-0.004
PUY;11.01.2025 04:00;1.8;1.7;1.9;;;93.1;6.5;0.8;964.8;1020.6;1018.7;;;2.2;23;0.8;2.9;7.9;2.1;7.6;;;0;;1;;;;0;0;-0.004
PUY;11.01.2025 05:00;2;1.9;2;;;86.4;6.1;0;965;1020.8;1018.9;;;2.8;11;0.7;2.5;10.1;2.6;9.4;;;0;;1;;;;0;0;-0.003
PUY;11.01.2025 06:00;2;2;2.1;;;85;6;-0.3;965.1;1020.9;1019;;;3.1;337;1;3.6;11.2;2.6;9.4;;;0;;1;;;;0;0;-0.001
PUY;11.01.2025 07:00;2.2;2.1;2.2;;;83;5.9;-0.4;965.4;1021.2;1019.3;;;4.2;13;1.1;4;15.1;3.9;14;;;0;;1;;;;0;0;0
PUY;11.01.2025 08:00;2.2;2.1;2.3;;;81.3;5.9;-0.7;965.6;1021.4;1019.5;;;5.1;321;1.1;4;18.4;4.9;17.6;;;0;;4;;;;4;0;0.017
PUY;11.01.2025 09:00;2;1.9;2.2;;;80;5.7;-1.1;966;1021.8;1020;;;6.9;339;2.1;7.6;24.8;6.7;24.1;;;0;;33;;;;33;0;0.03
PUY;11.01.2025 10:00;1.9;1.6;2;;;80.6;5.6;-1.1;966.4;1022.4;1020.4;;;9.2;346;1.9;6.8;33.1;8.7;31.3;;;0;;99;;;;96;0;0.046
PUY;11.01.2025 11:00;2.2;1.9;2.6;;;77.5;5.6;-1.3;966.8;1022.8;1020.8;;;6;337;1.4;5;21.6;5.8;20.9;;;0;;270;;;;185;16;0.093
PUY;11.01.2025 12:00;2.7;2.5;3;;;74.9;5.5;-1.3;966.7;1022.5;1020.7;;;5;247;1.7;6.1;18;4.8;17.3;;;0;;367;;;;188;38;0.124
PUY;11.01.2025 13:00;2.9;2.7;3.2;;;69.1;5.2;-2.2;966.8;1022.6;1020.8;;;5.5;360;1.6;5.8;19.8;5.2;18.7;;;0;;329;;;;98;55;0.116
PUY;11.01.2025 14:00;2.9;2.5;3.1;;;68.3;5.1;-2.4;967.4;1023.2;1021.4;;;8.4;45;2.2;7.9;30.2;8.1;29.2;;;0;;310;;;;120;44;0.103
PUY;11.01.2025 15:00;3;2.5;3.5;;;67.7;5.1;-2.4;968.2;1024.1;1022.3;;;5.3;31;1.3;4.7;19.1;4.7;16.9;;;0;;185;;;;97;44;0.056
PUY;11.01.2025 16:00;2.4;2.1;2.7;;;66.5;4.8;-3.2;968.9;1024.9;1023;;;6.9;39;1.6;5.8;24.8;6.5;23.4;;;0;;43;;;;28;25;0.013
PUY;11.01.2025 17:00;1.5;1.3;1.8;;;66.8;4.6;-4;969.5;1025.7;1023.6;;;4.8;304;1.3;4.7;17.3;4.5;16.2;;;0;;3;;;;2;0;0.006
PUY;11.01.2025 18:00;0.8;0.6;1.2;;;63.9;4.1;-5.3;970.2;1026.6;1024.3;;;12.4;24;2.4;8.6;44.6;12.1;43.6;;;0;;1;;;;0;0;0.012
PUY;11.01.2025 19:00;0.6;0.4;0.7;;;60.8;3.9;-6.1;970.7;1027.2;1024.9;;;12.7;31;4.7;16.9;45.7;11.9;42.8;;;0;;1;;;;0;0;0.021
PUY;11.01.2025 20:00;0.2;0;0.4;;;63.8;4;-5.9;971.3;1027.9;1025.5;;;10.2;38;3.8;13.7;36.7;9.5;34.2;;;0;;1;;;;0;0;0.017
PUY;11.01.2025 21:00;-0.3;-0.4;-0.1;;;68.8;4.1;-5.3;971.9;1028.7;1026.1;;;10.3;35;3.9;14;37.1;9.2;33.1;;;0;;1;;;;0;0;0.014
PUY;11.01.2025 22:00;-0.4;-0.5;-0.3;;;70.8;4.2;-5.1;972.2;1029;1026.5;;;10.8;30;3.7;13.3;38.9;9.2;33.1;;;0;;1;;;;0;0;0.012
PUY;11.01.2025 23:00;-0.6;-0.7;-0.5;;;71.2;4.2;-5.2;972.7;1029.5;1027;;;9.4;45;2.6;9.4;33.8;8.4;30.2;;;0;;1;;;;0;0;0.009
PUY;12.01.2025 00:00;-0.7;-0.8;-0.6;;;71.8;4.2;-5.2;973.1;1030;1027.4;;;7.1;298;2.1;7.6;25.6;6.6;23.8;;;0;;1;;;;0;0;0.007
PUY;12.01.2025 01:00;-1;-1.1;-0.8;;;73.2;4.2;-5.2;973.4;1030.4;1027.7;;;6.7;325;2.1;7.6;24.1;6.4;23;;;0;;1;;;;0;0;0.007
PUY;12.01.2025 02:00;-1;-1.1;-1;;;71.1;4;-5.6;973.8;1030.8;1028.1;;;6.5;342;1.9;6.8;23.4;6.3;22.7;;;0;;1;;;;0;0;0.007
PUY;12.01.2025 03:00;-1.2;-1.3;-1.1;;;69.3;3.9;-6.1;974.1;1031.1;1028.4;;;5.7;297;1.3;4.7;20.5;5.3;19.1;;;0;;1;;;;0;0;0.004
PUY;12.01.2025 04:00;-1.4;-1.6;-1.1;;;69.3;3.8;-6.3;974.3;1031.4;1028.6;;;11.1;28;3.2;11.5;40;10.2;36.7;;;0;;1;;;;0;0;0.011
PUY;12.01.2025 05:00;-1.8;-2;-1.6;;;72.1;3.9;-6.1;974.3;1031.5;1028.6;;;12;27;4.4;15.8;43.2;11;39.6;;;0;;0;;;;0;0;0.012
PUY;12.01.2025 06:00;-2;-2.1;-2;;;73.2;3.9;-6.2;974.8;1032.1;1029.2;;;11.7;39;4;14.4;42.1;11.3;40.7;;;0;;0;;;;0;0;0.011
PUY;12.01.2025 07:00;-2;-2.1;-1.9;;;71.3;3.8;-6.5;975.5;1032.9;1029.9;;;10.8;41;3.7;13.3;38.9;9.4;33.8;;;0;;0;;;;0;0;0.011
PUY;12.01.2025 08:00;-1.9;-2;-1.8;;;69.8;3.7;-6.7;976.1;1033.4;1030.5;;;12.2;41;3.6;13;43.9;11.5;41.4;;;0;;20;;;;9;22;0.013
PUY;12.01.2025 09:00;-1.3;-1.6;-0.9;;;65.5;3.7;-6.9;976.7;1033.9;1031.2;;;11.2;30;4;14.4;40.3;10.6;38.2;;;0;;129;;;;30;60;0.053
PUY;12.01.2025 10:00;-0.4;-0.8;0.2;;;60.5;3.6;-7.1;977.1;1034.2;1031.6;;;9.9;22;3.8;13.7;35.6;9;32.4;;;0;;263;;;;45;60;0.089
PUY;12.01.2025 11:00;0.9;0.5;1.2;;;53.5;3.5;-7.4;977.2;1034;1031.7;;;9.6;35;3.3;11.9;34.6;9;32.4;;;0;;357;;;;51;60;0.125
